account_id,customer_id,account_type,balance,credit_limit,status,opened_date
ACC000077,CUST00077,Current,54165.56,0,Active,2025-05-14
ACC000078,CUST00078,Savings,73787.4,0,Inactive,2024-11-29
ACC000079,CUST00079,Savings,34055.81,0,Active,2024-05-04
ACC000080,CUST00080,Savings,111208.15,0,Active,2024-05-18
ACC000081,CUST00081,Savings,57176.22,0,Inactive,2018-01-14
ACC000082,CUST00082,Savings,243316.52,0,Active,2019-01-13
ACC000083,CUST00083,Savings,63248.65,0,Active,2024-04-15
ACC000084,CUST00084,Savings,86982.37,0,Active,2022-11-07
ACC000085,CUST00085,Savings,169117.97,0,Active,2023-12-29
ACC000086,CUST00086,Savings,44775.53,0,Active,2023-01-27
ACC000087,CUST00087,Savings,32351.32,0,Active,2022-07-05
ACC000088,CUST00088,Savings,119187.14,0,Active,2024-06-02
ACC000089,CUST00089,Savings,124558.58,0,Active,2022-01-25
ACC000090,CUST00090,Savings,166318.63,0,Active,2024-04-16
ACC000091,CUST00091,Savings,144521.05,0,Inactive,2018-03-21
ACC000092,CUST00092,Savings,127265.39,0,Active,2024-09-23
ACC000093,CUST00093,Current,68128.13,0,Active,2021-08-29
ACC000094,CUST00094,Savings,122568.0,0,Active,2021-04-17
ACC000095,CUST00095,Savings,126978.14,0,Active,2025-05-29
ACC000096,CUST00096,Savings,66478.69,0,Active,2022-04-21
ACC000097,CUST00097,Savings,280845.77,0,Active,2021-02-28
ACC000098,CUST00098,Savings,140707.39,0,Active,2021-12-15
ACC000099,CUST00099,Savings,54827.41,0,Active,2021-07-30
ACC000100,CUST00100,Savings,166781.21,0,Active,2024-09-25
ACC000101,CUST00101,Savings,182779.86,0,Active,2025-03-04
ACC000102,CUST00102,Savings,135965.05,0,Active,2022-03-31
ACC000103,CUST00103,Credit,91427.45,242861,Inactive,2024-12-17
ACC000104,CUST00104,Current,64619.25,0,Active,2019-07-26
ACC000105,CUST00105,Savings,101709.25,0,Active,2022-09-02
ACC000106,CUST00106,Savings,130538.44,0,Active,2018-10-17
ACC000107,CUST00107,Savings,107518.2,0,Active,2025-08-22
ACC000108,CUST00108,Current,232567.31,0,Active,2024-02-26
ACC000109,CUST00109,Savings,152976.75,0,Active,2023-06-27
ACC000110,CUST00110,Credit,59902.28,266599,Active,2022-10-11
ACC000111,CUST00111,Savings,50892.91,0,Active,2018-03-15
ACC000112,CUST00112,Savings,141387.25,0,Active,2022-06-12
ACC000113,CUST00113,Credit,92725.82,66548,Active,2019-07-26
ACC000114,CUST00114,Current,160432.5,0,Active,2025-04-03
ACC000115,CUST00115,Savings,140660.62,0,Active,2024-12-23
ACC000116,CUST00116,Current,101979.87,0,Active,2022-03-27
ACC000117,CUST00117,Savings,60364.26,0,Active,2022-05-12
ACC000118,CUST00118,Savings,35160.4,0,Active,2022-10-29
ACC000119,CUST00119,Savings,121271.26,0,Active,2020-05-15
ACC000120,CUST00120,Savings,44233.03,0,Active,2025-08-27
ACC000121,CUST00121,Savings,58722.98,0,Active,2019-03-08
ACC000122,CUST00122,Savings,117026.33,0,Active,2018-08-11
ACC000123,CUST00123,Savings,110514.2,0,Active,2023-05-16
ACC000124,CUST00124,Savings,48071.96,0,Inactive,2023-12-19
ACC000125,CUST00125,Credit,194203.83,226490,Active,2019-03-15
ACC000126,CUST00126,Credit,191369.05,160207,Active,2025-06-07
ACC000127,CUST00127,Savings,143969.39,0,Active,2024-08-26
ACC000128,CUST00128,Savings,143869.75,0,Active,2022-01-02
ACC000129,CUST00129,Savings,143970.38,0,Active,2022-01-20
ACC000130,CUST00130,Savings,181904.42,0,Active,2018-10-15
ACC000131,CUST00131,Savings,155123.59,0,Active,2019-11-16
ACC000132,CUST00132,Savings,63730.64,0,Active,2023-05-05
ACC000133,CUST00133,Savings,91933.46,0,Active,2019-12-14
ACC000134,CUST00134,Credit,340545.31,184689,Active,2020-10-21
ACC000135,CUST00135,Credit,25279.98,220870,Active,2024-07-04
ACC000136,CUST00136,Savings,78714.45,0,Active,2023-04-04
ACC000137,CUST00137,Savings,194778.95,0,Active,2019-08-08
ACC000138,CUST00138,Savings,66433.31,0,Active,2020-04-27
ACC000139,CUST00139,Savings,157500.6,0,Active,2021-01-16
ACC000140,CUST00140,Savings,109671.18,0,Active,2023-04-14
ACC000141,CUST00141,Current,69514.43,0,Active,2018-07-02
ACC000142,CUST00142,Savings,21532.69,0,Active,2021-08-19
ACC000143,CUST00143,Savings,119315.23,0,Active,2023-03-16
ACC000144,CUST00144,Savings,62822.36,0,Active,2021-02-18
ACC000145,CUST00145,Savings,99346.27,0,Active,2020-11-03
ACC000146,CUST00146,Credit,143169.29,213547,Active,2020-04-20
ACC000147,CUST00147,Savings,173800.02,0,Active,2024-10-22
ACC000148,CUST00148,Savings,78553.81,0,Active,2024-01-09
ACC000149,CUST00149,Savings,69429.57,0,Active,2023-06-04
ACC000150,CUST00150,Savings,43685.18,0,Active,2023-06-02
ACC000151,CUST00151,Savings,178555.63,0,Active,2020-09-08
ACC000152,CUST00152,Current,314003.12,0,Active,2023-06-06
ACC000153,CUST00153,Savings,189318.62,0,Active,2022-09-09
ACC000154,CUST00154,Savings,212666.61,0,Active,2025-04-17
ACC000155,CUST00155,Savings,66797.66,0,Active,2018-08-19
ACC000156,CUST00156,Savings,138362.48,0,Active,2020-11-17
ACC000157,CUST00157,Savings,165688.02,0,Active,2021-11-16
ACC000158,CUST00158,Savings,4132.75,0,Active,2023-07-08
ACC000159,CUST00159,Current,52770.32,0,Active,2022-03-12
ACC000160,CUST00160,Savings,252771.94,0,Active,2022-04-08
ACC000161,CUST00161,Savings,37867.27,0,Active,2018-08-20
ACC000162,CUST00162,Savings,231223.29,0,Active,2021-05-05
ACC000163,CUST00163,Current,37680.22,0,Active,2022-06-30
ACC000164,CUST00164,Savings,54541.76,0,Active,2019-03-30
ACC000165,CUST00165,Savings,139787.86,0,Inactive,2023-03-04
ACC000166,CUST00166,Savings,111291.39,0,Active,2018-08-17
ACC000167,CUST00167,Savings,83425.74,0,Active,2019-09-28
ACC000168,CUST00168,Credit,247423.56,200135,Active,2019-01-16
ACC000169,CUST00169,Savings,44521.46,0,Active,2018-06-30
ACC000170,CUST00170,Savings,97056.12,0,Active,2022-01-03
ACC000171,CUST00171,Savings,149895.01,0,Active,2022-07-31
ACC000172,CUST00172,Credit,126093.86,131978,Active,2023-12-16
ACC000173,CUST00173,Savings,70943.11,0,Active,2019-12-11
ACC000174,CUST00174,Savings,72615.14,0,Active,2018-06-03
ACC000175,CUST00175,Current,172343.12,0,Active,2023-06-25
ACC000176,CUST00176,Savings,176879.16,0,Active,2022-01-22
ACC000177,CUST00177,Savings,128024.82,0,Active,2018-09-04
ACC000178,CUST00178,Savings,61163.19,0,Active,2020-12-18
ACC000179,CUST00179,Savings,74100.36,0,Active,2021-04-02
ACC000180,CUST00180,Savings,105307.2,0,Active,2024-04-14
ACC000181,CUST00181,Current,114515.47,0,Active,2019-03-24
ACC000182,CUST00182,Savings,146542.35,0,Active,2019-04-18
ACC000183,CUST00183,Savings,93997.09,0,Active,2018-03-17
ACC000184,CUST00184,Savings,170176.99,0,Active,2023-10-02
ACC000185,CUST00185,Credit,169117.29,91476,Active,2021-05-25
ACC000186,CUST00186,Current,216682.32,0,Active,2021-07-29
ACC000187,CUST00187,Savings,108044.52,0,Active,2019-01-03
ACC000188,CUST00188,Credit,129273.15,82134,Active,2024-09-29
ACC000189,CUST00189,Savings,98389.59,0,Active,2018-08-13
ACC000190,CUST00190,Savings,61650.22,0,Active,2023-06-26
ACC000191,CUST00191,Savings,310026.0,0,Active,2019-08-28
ACC000192,CUST00192,Credit,201606.26,173009,Active,2020-06-17
ACC000193,CUST00193,Savings,167184.38,0,Active,2022-09-16
ACC000194,CUST00194,Savings,105868.71,0,Active,2019-09-17
ACC000195,CUST00195,Savings,58137.13,0,Active,2019-05-13
ACC000196,CUST00196,Credit,183880.51,241940,Inactive,2024-01-01
ACC000197,CUST00197,Savings,97346.38,0,Active,2020-01-27
ACC000198,CUST00198,Credit,135976.61,204738,Active,2024-07-11
ACC000199,CUST00199,Current,73918.95,0,Active,2020-07-16
ACC000200,CUST00200,Savings,123481.27,0,Active,2020-01-08
ACC000201,CUST00201,Credit,76861.64,203629,Active,2023-05-16
ACC000202,CUST00202,Savings,78762.12,0,Inactive,2020-01-15
ACC000203,CUST00203,Current,122553.4,0,Active,2018-02-13
ACC000204,CUST00204,Savings,37282.68,0,Active,2025-05-10
ACC000205,CUST00205,Credit,38614.81,99173,Active,2018-12-09
ACC000206,CUST00206,Savings,66283.82,0,Active,2025-08-09
ACC000207,CUST00207,Savings,93323.0,0,Active,2020-07-26
ACC000208,CUST00208,Savings,173068.84,0,Active,2021-11-14
ACC000209,CUST00209,Credit,96556.89,196823,Active,2019-04-15
ACC000210,CUST00210,Savings,105461.96,0,Active,2021-05-11
ACC000211,CUST00211,Savings,88900.73,0,Active,2021-11-09
ACC000212,CUST00212,Credit,129165.68,86433,Active,2023-02-27
ACC000213,CUST00213,Credit,61242.75,287950,Active,2020-10-11
ACC000214,CUST00214,Savings,99719.03,0,Active,2022-07-14
ACC000215,CUST00215,Savings,135116.81,0,Active,2018-10-01
ACC000216,CUST00216,Savings,121984.1,0,Active,2021-10-22
ACC000217,CUST00217,Savings,107491.31,0,Active,2024-08-27
ACC000218,CUST00218,Savings,108275.69,0,Active,2022-12-02
ACC000219,CUST00219,Savings,142614.52,0,Active,2024-05-29
ACC000220,CUST00220,Savings,318184.26,0,Active,2019-01-01
ACC000221,CUST00221,Savings,63984.79,0,Active,2024-06-09
ACC000222,CUST00222,Savings,323166.85,0,Active,2025-02-05
ACC000223,CUST00223,Savings,62101.02,0,Active,2023-03-27
ACC000224,CUST00224,Savings,19388.32,0,Inactive,2018-03-08
ACC000225,CUST00225,Current,75878.23,0,Active,2018-06-13
ACC000226,CUST00226,Credit,130583.58,192723,Active,2020-12-08
ACC000227,CUST00227,Credit,282142.6,122218,Active,2022-06-11
ACC000228,CUST00228,Current,58086.58,0,Active,2024-12-11
ACC000229,CUST00229,Savings,142133.14,0,Active,2020-11-30
ACC000230,CUST00230,Savings,41581.92,0,Active,2023-12-18
ACC000231,CUST00231,Savings,276593.45,0,Active,2024-06-23
ACC000232,CUST00232,Savings,203743.56,0,Inactive,2022-07-12
ACC000233,CUST00233,Savings,78861.56,0,Active,2019-05-26
ACC000234,CUST00234,Savings,221792.21,0,Active,2024-01-20
ACC000235,CUST00235,Savings,99358.52,0,Active,2021-09-27
ACC000236,CUST00236,Savings,209670.28,0,Active,2025-02-11
ACC000237,CUST00237,Credit,107009.55,291169,Inactive,2019-10-31
ACC000238,CUST00238,Current,109764.95,0,Active,2024-01-26
ACC000239,CUST00239,Credit,79886.59,151350,Active,2021-11-21
ACC000240,CUST00240,Current,152742.83,0,Active,2024-09-25
ACC000241,CUST00241,Savings,114718.87,0,Active,2021-07-31
ACC000242,CUST00242,Current,143921.81,0,Active,2018-09-04
ACC000243,CUST00243,Current,34563.28,0,Active,2018-05-26
ACC000244,CUST00244,Savings,213782.51,0,Active,2019-03-26
ACC000245,CUST00245,Savings,243454.36,0,Active,2021-01-22
ACC000246,CUST00246,Credit,114402.31,95575,Active,2018-07-16
ACC000247,CUST00247,Savings,305835.96,0,Active,2018-08-06
ACC000248,CUST00248,Savings,267314.78,0,Active,2018-07-10
ACC000249,CUST00249,Savings,154619.78,0,Active,2024-08-31
ACC000250,CUST00250,Savings,223366.47,0,Active,2021-05-28
ACC000251,CUST00251,Current,191815.2,0,Active,2023-01-24
ACC000252,CUST00252,Savings,28093.15,0,Inactive,2019-10-24
ACC000253,CUST00253,Credit,90019.08,156337,Inactive,2024-12-18
ACC000254,CUST00254,Savings,160736.38,0,Active,2022-04-29
ACC000255,CUST00255,Savings,252331.5,0,Active,2020-07-02
ACC000256,CUST00256,Savings,39529.79,0,Active,2020-07-20
ACC000257,CUST00257,Savings,29605.19,0,Active,2021-07-10
ACC000258,CUST00258,Current,103079.29,0,Active,2018-02-19
ACC000259,CUST00259,Savings,20595.8,0,Active,2023-07-18
ACC000260,CUST00260,Savings,100950.63,0,Active,2018-01-19
ACC000261,CUST00261,Savings,132449.38,0,Inactive,2024-08-19
ACC000262,CUST00262,Credit,56299.06,212159,Active,2023-06-18
ACC000263,CUST00263,Savings,102624.64,0,Active,2023-07-04
ACC000264,CUST00264,Savings,182010.79,0,Active,2021-10-06
ACC000265,CUST00265,Credit,75644.1,184719,Active,2018-12-07
ACC000266,CUST00266,Savings,62806.2,0,Active,2025-05-26
ACC000267,CUST00267,Current,99827.1,0,Active,2019-03-24
ACC000268,CUST00268,Savings,52328.05,0,Active,2022-02-01
ACC000269,CUST00269,Savings,293351.03,0,Active,2020-03-16
ACC000270,CUST00270,Current,108986.69,0,Active,2024-03-19
ACC000271,CUST00271,Savings,67178.19,0,Active,2025-08-29
ACC000272,CUST00272,Savings,121263.16,0,Active,2021-07-01
ACC000273,CUST00273,Savings,99496.38,0,Active,2018-11-18
ACC000274,CUST00274,Current,92874.24,0,Active,2018-01-29
ACC000275,CUST00275,Savings,75631.45,0,Active,2019-02-01
ACC000276,CUST00276,Credit,73302.06,84244,Active,2018-08-10
ACC000277,CUST00277,Current,35149.69,0,Active,2023-07-23
ACC000278,CUST00278,Savings,223178.64,0,Active,2020-12-02
ACC000279,CUST00279,Savings,148933.32,0,Active,2025-01-28
ACC000280,CUST00280,Credit,128316.49,214709,Active,2025-04-11
ACC000281,CUST00281,Savings,98527.4,0,Active,2024-03-01
ACC000282,CUST00282,Current,55633.61,0,Inactive,2018-06-26
ACC000283,CUST00283,Savings,64497.06,0,Active,2022-07-11
ACC000284,CUST00284,Current,38126.17,0,Active,2021-07-25
ACC000285,CUST00285,Savings,69761.56,0,Active,2020-01-07
ACC000286,CUST00286,Savings,50469.11,0,Active,2024-10-28
ACC000287,CUST00287,Credit,259179.71,193673,Active,2021-02-20
ACC000288,CUST00288,Savings,175240.69,0,Active,2018-10-19
ACC000289,CUST00289,Savings,111800.57,0,Active,2018-10-02
ACC000290,CUST00290,Savings,59718.99,0,Active,2025-04-15
ACC000291,CUST00291,Savings,52246.68,0,Inactive,2022-03-13
ACC000292,CUST00292,Savings,94710.59,0,Active,2023-03-22
ACC000293,CUST00293,Savings,179322.5,0,Active,2021-05-06
ACC000294,CUST00294,Savings,38910.72,0,Active,2025-01-22
ACC000295,CUST00295,Savings,147827.32,0,Active,2023-04-22
ACC000296,CUST00296,Savings,69561.46,0,Active,2019-08-07
ACC000297,CUST00297,Savings,77906.79,0,Active,2023-03-26
ACC000298,CUST00298,Savings,109867.58,0,Active,2024-05-06
ACC000299,CUST00299,Savings,61075.09,0,Active,2018-02-09
ACC000300,CUST00300,Savings,91807.55,0,Active,2021-06-23
ACC000301,CUST00301,Savings,57688.97,0,Active,2025-01-04
ACC000302,CUST00302,Savings,73253.59,0,Active,2021-01-04
ACC000303,CUST00303,Savings,164007.87,0,Active,2019-09-25
ACC000304,CUST00304,Savings,113287.47,0,Active,2024-07-06
ACC000305,CUST00305,Current,163659.7,0,Active,2021-10-24
ACC000306,CUST00306,Savings,68974.59,0,Inactive,2024-06-21
ACC000307,CUST00307,Savings,148447.66,0,Active,2019-07-14
ACC000308,CUST00308,Savings,31763.44,0,Active,2024-05-06
ACC000309,CUST00309,Savings,109838.49,0,Active,2025-02-20
ACC000310,CUST00310,Savings,154052.95,0,Inactive,2021-04-10
ACC000311,CUST00311,Savings,30783.99,0,Active,2024-05-25
ACC000312,CUST00312,Savings,69502.85,0,Active,2023-05-14
ACC000313,CUST00313,Current,109792.79,0,Active,2023-07-18
ACC000314,CUST00314,Savings,186823.56,0,Active,2019-03-24
ACC000315,CUST00315,Credit,73247.46,123297,Active,2020-06-26
ACC000316,CUST00316,Savings,145150.81,0,Inactive,2023-10-27
ACC000317,CUST00317,Savings,231255.6,0,Active,2021-03-05
ACC000318,CUST00318,Savings,148975.37,0,Active,2018-04-13
ACC000319,CUST00319,Savings,93945.9,0,Active,2025-06-01
ACC000320,CUST00320,Savings,132792.85,0,Active,2023-12-09
ACC000321,CUST00321,Savings,71878.6,0,Active,2021-11-28
ACC000322,CUST00322,Savings,112423.25,0,Active,2024-09-03
ACC000323,CUST00323,Savings,96817.59,0,Active,2023-08-27
ACC000324,CUST00324,Savings,130273.36,0,Active,2018-03-22
ACC000325,CUST00325,Current,81961.49,0,Active,2022-06-05
ACC000326,CUST00326,Savings,134562.42,0,Active,2024-11-19
ACC000327,CUST00327,Savings,81463.43,0,Active,2022-08-02
ACC000328,CUST00328,Savings,174286.13,0,Active,2020-08-19
ACC000329,CUST00329,Current,86756.68,0,Active,2018-11-22
ACC000330,CUST00330,Current,21242.19,0,Active,2018-10-12
ACC000331,CUST00331,Savings,53439.18,0,Active,2018-09-27
ACC000332,CUST00332,Savings,107874.28,0,Active,2019-03-29
ACC000333,CUST00333,Credit,257918.04,177815,Inactive,2023-04-09
ACC000334,CUST00334,Credit,170533.02,185033,Active,2018-12-07
ACC000335,CUST00335,Savings,17616.68,0,Active,2022-03-06
ACC000336,CUST00336,Current,36302.79,0,Active,2023-08-13
ACC000337,CUST00337,Credit,200176.08,168532,Active,2019-10-14
ACC000338,CUST00338,Savings,153568.51,0,Active,2024-07-22
ACC000339,CUST00339,Savings,334356.51,0,Active,2022-11-02
ACC000340,CUST00340,Savings,79386.9,0,Active,2022-05-09
ACC000341,CUST00341,Current,60228.03,0,Active,2020-02-11
ACC000342,CUST00342,Savings,111409.98,0,Active,2018-05-31
ACC000343,CUST00343,Current,78409.43,0,Active,2025-01-20
ACC000344,CUST00344,Savings,189804.95,0,Active,2019-05-23
ACC000345,CUST00345,Savings,76700.4,0,Active,2022-05-26
ACC000346,CUST00346,Savings,89991.78,0,Active,2024-10-21
ACC000347,CUST00347,Savings,54656.49,0,Active,2020-09-30
ACC000348,CUST00348,Savings,164146.91,0,Active,2019-07-04
ACC000349,CUST00349,Savings,57058.16,0,Active,2024-05-30
ACC000350,CUST00350,Credit,136015.28,189984,Active,2024-06-09
ACC000351,CUST00351,Savings,282220.69,0,Inactive,2023-07-15
ACC000352,CUST00352,Savings,27560.3,0,Active,2018-03-03
ACC000353,CUST00353,Savings,237267.56,0,Active,2023-06-02
ACC000354,CUST00354,Current,126019.15,0,Active,2022-09-09
ACC000355,CUST00355,Savings,48746.3,0,Active,2024-11-19
ACC000356,CUST00356,Savings,113973.06,0,Active,2020-12-30
ACC000357,CUST00357,Savings,161443.53,0,Active,2025-01-18
ACC000358,CUST00358,Savings,62916.32,0,Active,2024-06-03
ACC000359,CUST00359,Savings,140521.69,0,Active,2020-05-17
ACC000360,CUST00360,Current,248245.13,0,Active,2018-09-13
ACC000361,CUST00361,Savings,76637.55,0,Active,2024-06-20
ACC000362,CUST00362,Savings,54204.3,0,Active,2021-06-26
ACC000363,CUST00363,Savings,98659.46,0,Active,2024-07-19
ACC000364,CUST00364,Credit,110348.16,276910,Active,2022-12-26
ACC000365,CUST00365,Credit,195290.84,286974,Active,2020-08-29
ACC000366,CUST00366,Current,96674.94,0,Active,2019-08-29
ACC000367,CUST00367,Savings,81142.04,0,Active,2021-03-07
ACC000368,CUST00368,Savings,53273.79,0,Active,2024-01-14
ACC000369,CUST00369,Savings,30974.46,0,Active,2021-02-05
ACC000370,CUST00370,Current,42646.09,0,Active,2021-10-05
ACC000371,CUST00371,Savings,42464.92,0,Inactive,2020-09-11
ACC000372,CUST00372,Savings,90592.86,0,Active,2019-12-25
ACC000373,CUST00373,Savings,35526.48,0,Active,2021-07-07
ACC000374,CUST00374,Savings,103159.3,0,Active,2018-04-17
ACC000375,CUST00375,Savings,278756.27,0,Active,2022-02-19
ACC000376,CUST00376,Savings,198472.69,0,Active,2020-06-03
ACC000377,CUST00377,Savings,90049.31,0,Active,2025-03-04
ACC000378,CUST00378,Savings,378513.71,0,Active,2022-08-07
ACC000379,CUST00379,Credit,110581.74,165673,Active,2018-09-13
ACC000380,CUST00380,Current,120135.73,0,Active,2018-12-03
ACC000381,CUST00381,Savings,97512.22,0,Active,2019-10-21
ACC000382,CUST00382,Savings,104541.5,0,Active,2018-06-01
ACC000383,CUST00383,Savings,74962.19,0,Active,2018-02-04
ACC000384,CUST00384,Savings,90863.43,0,Active,2019-12-13
ACC000385,CUST00385,Savings,238153.39,0,Inactive,2018-05-03
ACC000386,CUST00386,Credit,210518.97,287284,Active,2019-07-26
ACC000387,CUST00387,Credit,20466.28,178298,Active,2021-11-15
ACC000388,CUST00388,Savings,38613.22,0,Inactive,2020-04-02
ACC000389,CUST00389,Savings,63499.63,0,Active,2025-07-15
ACC000390,CUST00390,Savings,180201.35,0,Active,2023-05-24
ACC000391,CUST00391,Savings,213147.49,0,Active,2024-12-10
ACC000392,CUST00392,Savings,161091.21,0,Active,2021-10-17
ACC000393,CUST00393,Savings,48608.36,0,Active,2024-09-26
ACC000394,CUST00394,Savings,75942.52,0,Active,2020-10-08
ACC000395,CUST00395,Savings,141931.97,0,Active,2018-02-27
ACC000396,CUST00396,Savings,91726.17,0,Active,2020-04-19
ACC000397,CUST00397,Current,84008.91,0,Active,2021-03-18
ACC000398,CUST00398,Savings,84783.07,0,Active,2020-12-19
ACC000399,CUST00399,Current,201728.0,0,Active,2021-12-03
ACC000400,CUST00400,Savings,150287.41,0,Active,2022-06-11
ACC000401,CUST00401,Credit,87697.86,188131,Active,2018-06-30
ACC000402,CUST00402,Current,129419.23,0,Active,2024-06-15
ACC000403,CUST00403,Savings,44038.09,0,Active,2024-04-10
ACC000404,CUST00404,Savings,76036.16,0,Active,2021-04-18
ACC000405,CUST00405,Current,190907.18,0,Active,2024-02-16
ACC000406,CUST00406,Savings,33874.1,0,Inactive,2024-02-03
ACC000407,CUST00407,Current,151349.62,0,Active,2024-10-19
ACC000408,CUST00408,Savings,20281.29,0,Active,2023-10-16
ACC000409,CUST00409,Savings,260280.94,0,Inactive,2018-09-21
ACC000410,CUST00410,Savings,74885.06,0,Active,2024-12-11
ACC000411,CUST00411,Savings,134919.94,0,Active,2022-04-15
ACC000412,CUST00412,Current,114303.31,0,Active,2018-05-05
ACC000413,CUST00413,Savings,116788.63,0,Active,2025-05-21
ACC000414,CUST00414,Credit,128061.88,293121,Active,2020-03-28
ACC000415,CUST00415,Savings,29416.99,0,Active,2020-01-19
ACC000416,CUST00416,Savings,118221.34,0,Active,2023-02-08
ACC000417,CUST00417,Savings,95094.61,0,Active,2022-06-23
ACC000418,CUST00418,Current,75151.59,0,Active,2024-05-17
ACC000419,CUST00419,Savings,63477.07,0,Inactive,2018-03-24
ACC000420,CUST00420,Credit,119977.44,203553,Active,2019-11-01
